source,path,modified,size,applied,note
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/024_water-tank-on-steel-tower-second-view_ref0726.jpg,2026-09-01T01:14:43+00:00,83636,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/025_water-tank-on-concrete-ring-base-third-view_ref0707.jpg,2026-09-01T01:14:43+00:00,104053,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/026_timber-door-with-louvre-vent_ref0701.jpg,2026-09-01T01:14:43+00:00,56553,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/027_latrine-block-and-raised-apron_ref0685.jpg,2026-09-01T01:14:43+00:00,99039,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/028_latrine-blocks-across-the-field_ref0743.jpg,2026-09-01T01:14:43+00:00,151180,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/029_compound-with-blocks-and-eucalyptus_ref0744.jpg,2026-09-01T01:14:43+00:00,131810,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/030_latrine-block-frontage_ref0731.jpg,2026-09-01T01:14:43+00:00,119113,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/031_field-and-block-veranda_ref0718.jpg,2026-09-01T01:14:43+00:00,107306,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/032_playing-field-along-a-block_ref0734.jpg,2026-09-01T01:14:43+00:00,117200,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/033_open-field-and-trees_ref0736.jpg,2026-09-01T01:14:43+00:00,156279,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/034_fire-extinguisher-in-corridor_ref0679.jpg,2026-09-01T01:14:43+00:00,33474,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/035_laboratory-benches-stools-and-sink-run_ref0683.jpg,2026-09-01T01:14:43+00:00,76464,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/036_classroom-block-frontage_ref0739.jpg,2026-09-01T01:14:43+00:00,110652,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/037_block-frontage-across-the-field_ref0710.jpg,2026-09-01T01:14:43+00:00,85886,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/038_block-frontage-closer_ref0735.jpg,2026-09-01T01:14:43+00:00,123318,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/039_pump-house-on-plinth_ref0745.jpg,2026-09-01T01:14:43+00:00,161393,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/040_laboratory-with-blackboard-and-extinguisher_ref0711.jpg,2026-09-01T01:14:43+00:00,68065,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/041_laboratory-stools-upturned-on-bench_ref0666.jpg,2026-09-01T01:14:43+00:00,66650,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/042_laboratory-bench-with-reagents-on-shelving_ref0722.jpg,2026-09-01T01:14:43+00:00,72284,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/043_wall-shelving-with-boxed-reagents_ref0684.jpg,2026-09-01T01:14:43+00:00,74076,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/044_shelving-with-reagent-bottles-and-cartons_ref0716.jpg,2026-09-01T01:14:43+00:00,81196,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/045_retort-stands-with-clamps_ref0704.jpg,2026-09-01T01:14:43+00:00,61180,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/046_science-tool-kit-chest-and-retort-stands_ref0670.jpg,2026-09-01T01:14:43+00:00,61186,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/047_science-tool-kit-chest-closed_ref0661.jpg,2026-09-01T01:14:43+00:00,41325,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/048_anatomical-skeleton-on-stand_ref0677.jpg,2026-09-01T01:14:43+00:00,56105,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/049_laboratory-stool-top-split-away_ref0680.jpg,2026-09-01T01:14:43+00:00,52824,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/050_laboratory-stools-grouped_ref0698.jpg,2026-09-01T01:14:43+00:00,65802,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/051_laboratory-stools-and-bench_ref0688.jpg,2026-09-01T01:14:43+00:00,66966,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/052_fire-extinguisher-by-a-door_ref0657.jpg,2026-09-01T01:14:43+00:00,35999,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/053_laboratory-stool-top_ref0668.jpg,2026-09-01T01:14:43+00:00,54013,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/054_laboratory-stool-top-second-view_ref0690.jpg,2026-09-01T01:14:43+00:00,55398,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/055_laboratory-stool-top-third-view_ref0660.jpg,2026-09-01T01:14:43+00:00,53270,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/056_laboratory-stools-x2_ref0712.jpg,2026-09-01T01:14:43+00:00,60642,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/057_steel-door-in-corridor_ref0664.jpg,2026-09-01T01:14:43+00:00,35840,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/058_fire-extinguisher-powder-abc_ref0671.jpg,2026-09-01T01:14:43+00:00,55868,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/059_fire-extinguisher-marked-in-pen_ref0669.jpg,2026-09-01T01:14:43+00:00,43831,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/060_fire-extinguisher-by-a-doorway_ref0693.jpg,2026-09-01T01:14:43+00:00,52046,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/061_sealed-cartons-stacked-and-marked_ref0676.jpg,2026-09-01T01:14:43+00:00,62619,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/062_carton-label-serial-and-service-tag_ref0699.jpg,2026-09-01T01:14:43+00:00,57234,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/063_carton-label-second-view_ref0708.jpg,2026-09-01T01:14:43+00:00,60004,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/064_sealed-carton-marked-29_ref0681.jpg,2026-09-01T01:14:43+00:00,64018,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/065_store-with-sealed-cartons-stacked_ref0706.jpg,2026-09-01T01:14:43+00:00,74216,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/066_store-with-sealed-cartons-second-view_ref0674.jpg,2026-09-01T01:14:43+00:00,70988,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/067_cartons-under-laboratory-worktop_ref0720.jpg,2026-09-01T01:14:43+00:00,76616,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/068_store-with-sealed-cartons-third-view_ref0696.jpg,2026-09-01T01:14:43+00:00,68941,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/069_shelving-unit-empty_ref0702.jpg,2026-09-01T01:14:43+00:00,66611,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/070_room-with-tables-and-chairs_ref0725.jpg,2026-09-01T01:14:43+00:00,80318,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/071_room-with-tables-under-roof-trusses_ref0709.jpg,2026-09-01T01:14:43+00:00,66925,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/072_library-shelving-with-books_ref0729.jpg,2026-09-01T01:14:43+00:00,93755,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/073_library-shelving-and-steel-door_ref0728.jpg,2026-09-01T01:14:43+00:00,78905,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/074_library-shelving-with-books-and-files_ref0733.jpg,2026-09-01T01:14:43+00:00,80585,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/075_fire-extinguisher-marked-in-pen-second-view_ref0686.jpg,2026-09-01T01:14:43+00:00,52250,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/076_fire-extinguisher-by-a-doorway-second-view_ref0692.jpg,2026-09-01T01:14:43+00:00,51935,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/077_library-with-empty-shelving-and-reading-tables_ref0738.jpg,2026-09-01T01:14:43+00:00,97555,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/078_library-second-view_ref0697.jpg,2026-09-01T01:14:43+00:00,74540,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/079_library-corner-with-shelving-and-table_ref0689.jpg,2026-09-01T01:14:43+00:00,55203,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/080_library-with-reading-tables-and-notice-boards_ref0740.jpg,2026-09-01T01:14:43+00:00,91571,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/081_library-shelving-and-reading-table_ref0678.jpg,2026-09-01T01:14:43+00:00,54480,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/082_reading-table-and-shelving_ref0705.jpg,2026-09-01T01:14:43+00:00,64325,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/083_reading-tables-pushed-together_ref0723.jpg,2026-09-01T01:14:43+00:00,74523,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/084_tables-and-chairs-in-the-library_ref0730.jpg,2026-09-01T01:14:43+00:00,86642,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/085_chairs-timber-seats-on-steel-frames_ref0713.jpg,2026-09-01T01:14:43+00:00,77394,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/086_chair-back-rail-broken-at-the-joint_ref0700.jpg,2026-09-01T01:14:43+00:00,66767,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/087_chair-front-view_ref0703.jpg,2026-09-01T01:14:43+00:00,56267,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/088_table-top_ref0672.jpg,2026-09-01T01:14:43+00:00,56118,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/089_table-top-second-view_ref0694.jpg,2026-09-01T01:14:43+00:00,55863,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/090_reading-tables-and-a-bench_ref0667.jpg,2026-09-01T01:14:43+00:00,68380,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/091_table-with-top-overhanging-frame_ref0719.jpg,2026-09-01T01:14:43+00:00,63820,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/092_hall-with-chairs-in-rows_ref0717.jpg,2026-09-01T01:14:43+00:00,104026,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/093_chairs-stacked-and-turned_ref0695.jpg,2026-09-01T01:14:43+00:00,75662,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/094_latrine-block-frontage-second-view_ref0746.jpg,2026-09-01T01:14:43+00:00,173357,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/095_latrine-block-from-the-field_ref0741.jpg,2026-09-01T01:14:43+00:00,122888,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/096_classroom-with-shelving-and-desks-marked-nsss_ref0721.jpg,2026-09-01T01:14:43+00:00,95301,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/097_desk-shelf-board-split-away_ref0727.jpg,2026-09-01T01:14:43+00:00,73507,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/098_classroom-with-shelving-and-desks_ref0714.jpg,2026-09-01T01:14:43+00:00,81784,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/099_desk-marked-nsss-006_ref0629.jpg,2026-09-01T01:14:43+00:00,65249,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/100_floodlight-under-the-eaves_ref0635.jpg,2026-09-01T01:14:43+00:00,46290,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/101_video-of-the-compound_ref0649.mp4,2026-08-31T20:37:09+00:00,206512,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/102_classroom-with-shelving-and-desks-second-view_ref0642.jpg,2026-09-01T01:14:43+00:00,63614,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/103_desk-marked-nsss-with-number_ref0636.jpg,2026-09-01T01:14:43+00:00,60292,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/104_compound-and-blocks_ref0631.jpg,2026-09-01T01:14:43+00:00,116752,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/105_compound-and-blocks-second-view_ref0643.jpg,2026-09-01T01:14:43+00:00,94225,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/106_classroom-with-shelving-units-and-desks_ref0632.jpg,2026-09-01T01:14:43+00:00,67012,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/107_desk-marked-nsss-007_ref0641.jpg,2026-09-01T01:14:43+00:00,65996,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/108_desks-marked-nsss_ref0639.jpg,2026-09-01T01:14:43+00:00,84653,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/109_block-frontage-with-solar-panel_ref0648.jpg,2026-09-01T01:14:43+00:00,136926,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/110_administration-block-frontage_ref0647.jpg,2026-09-01T01:14:43+00:00,123552,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/111_blocks-along-the-compound_ref0646.jpg,2026-09-01T01:14:43+00:00,112480,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/112_blocks-and-a-tree_ref0645.jpg,2026-09-01T01:14:43+00:00,92070,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/113_school-count-of-what-it-holds_ref0634.jpg,2026-09-01T01:14:43+00:00,52665,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/114_school-count-second-view_ref0630.jpg,2026-09-01T01:14:43+00:00,49647,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/115_school-count-third-view_ref0633.jpg,2026-09-01T01:14:43+00:00,48858,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/116_classroom-with-desks-marked-nsss_ref0644.jpg,2026-09-01T01:14:43+00:00,89205,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/117_classroom-with-shelving-desks-and-steel-cupboard_ref0640.jpg,2026-09-01T01:14:43+00:00,59694,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/118_steel-cupboard-and-desks-marked-nsss_ref0637.jpg,2026-09-01T01:14:43+00:00,57670,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/119_desks-marked-nsss-second-view_ref0638.jpg,2026-09-01T01:14:43+00:00,73514,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/120_hand-filled-toolkit-discussion-guide_ref0922.jpg,2026-09-01T01:14:43+00:00,101267,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/121_hand-filled-toolkit-furniture-schedule_ref0962.jpg,2026-09-01T01:14:43+00:00,152382,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/122_hand-filled-toolkit-ict-schedule_ref0952.jpg,2026-09-01T01:14:43+00:00,171137,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/123_hand-filled-toolkit-buildings-schedule_ref0944.jpg,2026-09-01T01:14:43+00:00,141873,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/124_construction-payments-mkn-advance_ref0921.jpg,2026-09-01T01:14:43+00:00,23514,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/125_construction-payments-mkn-pages_ref0929.jpg,2026-09-01T01:14:43+00:00,59637,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/126_hand-filled-toolkit-tables-and-extinguishers_ref0943.jpg,2026-09-01T01:14:43+00:00,148968,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/Asset-Verification-Toolkit.docx,2026-09-06T02:30:06+00:00,105292,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/Budaka-school-Nansanga-Seed-Secondary-School.docx,2026-09-06T02:49:29+00:00,38022,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/Nansanga-Seed-Secondary-School/Budaka-school-Nansanga-Seed-Secondary-School.pdf,2026-09-06T02:49:29+00:00,79759,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/_district-documents/01_district-officers-and-facility-contacts_ref0975.jpg,2026-09-01T01:14:42+00:00,161042,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/_district-documents/02_hand-filled-toolkit-cover-booklet-1_ref0914.jpg,2026-09-01T01:14:43+00:00,41780,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/_district-documents/03_hand-filled-toolkit-cover-booklet-2_ref0925.jpg,2026-09-01T01:14:43+00:00,39222,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/_district-documents/04_hand-filled-toolkit-cover-booklet-3_ref0915.jpg,2026-09-01T01:14:43+00:00,43380,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/_district-documents/05_hand-filled-toolkit-cover-booklet-4_ref0923.jpg,2026-09-01T01:14:43+00:00,41274,2026-09-25T09:23:21+00:00,already filed in _index.csv
raw-data-ungrouped,ugift-team-10-15/facility-registers/team-12/Budaka/_district-documents/06_hand-filled-toolkit-verification-details-peter_ref0917.jpg,2026-09-01T01:14:43+00:00,71528,2026-09-25T09:23:21+00:00,already filed in _index.csv
